2026-01-31 15:36:56,075 | triagem_sistema | INFO | {"operacao": "inicializar_gerenciador", "timestamp": "2026-01-31T15:36:56.075367", "detalhes": {"fila_inicial": 0}}
2026-01-31 15:46:35,071 | triagem_sistema | INFO | {"operacao": "atender_proximo", "timestamp": "2026-01-31T15:46:35.070994", "detalhes": {"tempo_execucao": 0.0006959438323974609, "sucesso": true}}
2026-01-31 15:46:35,071 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:46:35.071207", "detalhes": {"tempo_execucao": 5.7220458984375e-06, "sucesso": true}}
2026-01-31 15:46:35,071 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:46:35.071466", "detalhes": {"tempo_execucao": 0.000301361083984375, "sucesso": true}}
2026-01-31 15:47:43,725 | triagem_sistema | INFO | {"operacao": "inicializar_gerenciador", "timestamp": "2026-01-31T15:47:43.725866", "detalhes": {"fila_inicial": 0}}
2026-01-31 15:47:43,725 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:47:43.725983", "detalhes": {"nome": "Maria Silva", "idade": 45, "urgencia": 3, "timestamp": "2026-01-31T15:47:43.725976"}}
2026-01-31 15:47:43,726 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:47:43.726019", "detalhes": {"nome": "Jo\u00e3o Santos", "idade": 30, "urgencia": 5, "timestamp": "2026-01-31T15:47:43.726016"}}
2026-01-31 15:47:43,726 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:47:43.726124", "detalhes": {"paciente": "Maria Silva", "urgencia": 3, "tamanho_fila": 1}}
2026-01-31 15:47:43,726 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:47:43.726209", "detalhes": {"tempo_execucao": 0.00011372566223144531, "sucesso": true}}
2026-01-31 15:47:43,827 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:47:43.827032", "detalhes": {"paciente": "Jo\u00e3o Santos", "urgencia": 5, "tamanho_fila": 2}}
2026-01-31 15:47:43,827 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:47:43.827483", "detalhes": {"tempo_execucao": 0.0007860660552978516, "sucesso": true}}
2026-01-31 15:47:44,028 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:47:44.028173", "detalhes": {"nome": "Carlos Lima", "idade": 40, "urgencia": 3, "timestamp": "2026-01-31T15:47:44.028093"}}
2026-01-31 15:47:44,028 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:47:44.028791", "detalhes": {"paciente": "Carlos Lima", "urgencia": 3, "tamanho_fila": 3}}
2026-01-31 15:47:44,029 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:47:44.029084", "detalhes": {"tempo_execucao": 0.00035643577575683594, "sucesso": true}}
2026-01-31 15:47:44,029 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:47:44.029631", "detalhes": {"tempo_execucao": 3.1948089599609375e-05, "sucesso": true}}
2026-01-31 15:47:44,030 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:47:44.030046", "detalhes": {"tempo_execucao": 0.0004601478576660156, "sucesso": true}}
2026-01-31 15:47:44,030 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:47:44.030363", "detalhes": {"tempo_execucao": 6.198883056640625e-06, "sucesso": true}}
2026-01-31 15:47:44,030 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:47:44.030711", "detalhes": {"tempo_execucao": 0.00038361549377441406, "sucesso": true}}
2026-01-31 15:47:44,030 | triagem_sistema | INFO | {"operacao": "atender_paciente", "timestamp": "2026-01-31T15:47:44.030943", "detalhes": {"paciente": "Jo\u00e3o Santos", "urgencia": 5, "tempo_espera_segundos": 0.304773, "fila_restante": 2}}
2026-01-31 15:47:44,031 | triagem_sistema | INFO | {"operacao": "atender_proximo", "timestamp": "2026-01-31T15:47:44.031261", "detalhes": {"tempo_execucao": 0.0008230209350585938, "sucesso": true}}
2026-01-31 15:47:44,031 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:47:44.031651", "detalhes": {"tempo_execucao": 6.67572021484375e-06, "sucesso": true}}
2026-01-31 15:47:44,031 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:47:44.031948", "detalhes": {"tempo_execucao": 0.00037670135498046875, "sucesso": true}}
2026-01-31 15:48:06,221 | triagem_sistema | INFO | {"operacao": "inicializar_gerenciador", "timestamp": "2026-01-31T15:48:06.221755", "detalhes": {"fila_inicial": 0}}
2026-01-31 15:48:06,221 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:48:06.221860", "detalhes": {"nome": "Maria Silva", "idade": 45, "urgencia": 3, "timestamp": "2026-01-31T15:48:06.221852"}}
2026-01-31 15:48:06,221 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:48:06.221897", "detalhes": {"nome": "Jo\u00e3o Santos", "idade": 30, "urgencia": 5, "timestamp": "2026-01-31T15:48:06.221894"}}
2026-01-31 15:48:06,222 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:48:06.221993", "detalhes": {"paciente": "Maria Silva", "urgencia": 3, "tamanho_fila": 1}}
2026-01-31 15:48:06,222 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:48:06.222070", "detalhes": {"tempo_execucao": 9.441375732421875e-05, "sucesso": true}}
2026-01-31 15:48:06,323 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:48:06.322995", "detalhes": {"paciente": "Jo\u00e3o Santos", "urgencia": 5, "tamanho_fila": 2}}
2026-01-31 15:48:06,323 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:48:06.323399", "detalhes": {"tempo_execucao": 0.0007710456848144531, "sucesso": true}}
2026-01-31 15:48:06,524 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:48:06.524209", "detalhes": {"nome": "Carlos Lima", "idade": 40, "urgencia": 3, "timestamp": "2026-01-31T15:48:06.524102"}}
2026-01-31 15:48:06,525 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:48:06.524979", "detalhes": {"paciente": "Carlos Lima", "urgencia": 3, "tamanho_fila": 3}}
2026-01-31 15:48:06,525 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:48:06.525354", "detalhes": {"tempo_execucao": 0.0004801750183105469, "sucesso": true}}
2026-01-31 15:48:06,526 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:48:06.526102", "detalhes": {"tempo_execucao": 5.507469177246094e-05, "sucesso": true}}
2026-01-31 15:48:06,526 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:48:06.526552", "detalhes": {"tempo_execucao": 0.0006034374237060547, "sucesso": true}}
2026-01-31 15:48:06,526 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:48:06.526912", "detalhes": {"tempo_execucao": 5.9604644775390625e-06, "sucesso": true}}
2026-01-31 15:48:06,527 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:48:06.527338", "detalhes": {"tempo_execucao": 0.0004398822784423828, "sucesso": true}}
2026-01-31 15:48:06,527 | triagem_sistema | INFO | {"operacao": "atender_paciente", "timestamp": "2026-01-31T15:48:06.527603", "detalhes": {"paciente": "Jo\u00e3o Santos", "urgencia": 5, "tempo_espera_segundos": 0.305536, "fila_restante": 2}}
2026-01-31 15:48:06,527 | triagem_sistema | INFO | {"operacao": "atender_proximo", "timestamp": "2026-01-31T15:48:06.527810", "detalhes": {"tempo_execucao": 0.0009453296661376953, "sucesso": true}}
2026-01-31 15:48:06,528 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:48:06.528051", "detalhes": {"tempo_execucao": 5.245208740234375e-06, "sucesso": true}}
2026-01-31 15:48:06,528 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:48:06.528397", "detalhes": {"tempo_execucao": 0.0003662109375, "sucesso": true}}
2026-01-31 15:49:11,731 | triagem_sistema | INFO | {"operacao": "inicializar_gerenciador", "timestamp": "2026-01-31T15:49:11.731104", "detalhes": {"fila_inicial": 0}}
2026-01-31 15:49:11,731 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:49:11.731247", "detalhes": {"nome": "Maria Silva", "idade": 45, "urgencia": 3, "timestamp": "2026-01-31T15:49:11.731240"}}
2026-01-31 15:49:11,731 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:49:11.731288", "detalhes": {"nome": "Jo\u00e3o Santos", "idade": 30, "urgencia": 5, "timestamp": "2026-01-31T15:49:11.731285"}}
2026-01-31 15:49:11,731 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:49:11.731398", "detalhes": {"paciente": "Maria Silva", "urgencia": 3, "tamanho_fila": 1}}
2026-01-31 15:49:11,731 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:49:11.731486", "detalhes": {"tempo_execucao": 0.00010776519775390625, "sucesso": true}}
2026-01-31 15:49:11,832 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:49:11.832096", "detalhes": {"paciente": "Jo\u00e3o Santos", "urgencia": 5, "tamanho_fila": 2}}
2026-01-31 15:49:11,832 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:49:11.832381", "detalhes": {"tempo_execucao": 0.0004444122314453125, "sucesso": true}}
2026-01-31 15:49:12,033 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:49:12.032951", "detalhes": {"nome": "Carlos Lima", "idade": 40, "urgencia": 3, "timestamp": "2026-01-31T15:49:12.032904"}}
2026-01-31 15:49:12,033 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:49:12.033467", "detalhes": {"paciente": "Carlos Lima", "urgencia": 3, "tamanho_fila": 3}}
2026-01-31 15:49:12,033 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:49:12.033733", "detalhes": {"tempo_execucao": 0.0003306865692138672, "sucesso": true}}
2026-01-31 15:49:12,034 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:49:12.034199", "detalhes": {"tempo_execucao": 2.0742416381835938e-05, "sucesso": true}}
2026-01-31 15:49:12,034 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:49:12.034581", "detalhes": {"tempo_execucao": 0.00045800209045410156, "sucesso": true}}
2026-01-31 15:49:12,034 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:49:12.034894", "detalhes": {"tempo_execucao": 6.9141387939453125e-06, "sucesso": true}}
2026-01-31 15:49:12,035 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:49:12.035319", "detalhes": {"tempo_execucao": 0.00043582916259765625, "sucesso": true}}
2026-01-31 15:49:12,035 | triagem_sistema | INFO | {"operacao": "atender_paciente", "timestamp": "2026-01-31T15:49:12.035591", "detalhes": {"paciente": "Jo\u00e3o Santos", "urgencia": 5, "tempo_espera_segundos": 0.304127, "fila_restante": 2}}
2026-01-31 15:49:12,035 | triagem_sistema | INFO | {"operacao": "atender_proximo", "timestamp": "2026-01-31T15:49:12.035824", "detalhes": {"tempo_execucao": 0.0009601116180419922, "sucesso": true}}
2026-01-31 15:49:12,036 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:49:12.036091", "detalhes": {"tempo_execucao": 6.198883056640625e-06, "sucesso": true}}
2026-01-31 15:49:12,036 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:49:12.036620", "detalhes": {"tempo_execucao": 0.0004961490631103516, "sucesso": true}}
2026-01-31 15:50:26,449 | triagem_sistema | INFO | {"operacao": "inicializar_gerenciador", "timestamp": "2026-01-31T15:50:26.449297", "detalhes": {"fila_inicial": 0}}
2026-01-31 15:50:26,449 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:50:26.449412", "detalhes": {"nome": "Maria Silva", "idade": 45, "urgencia": 3, "timestamp": "2026-01-31T15:50:26.449406"}}
2026-01-31 15:50:26,449 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:50:26.449450", "detalhes": {"nome": "Jo\u00e3o Santos", "idade": 30, "urgencia": 5, "timestamp": "2026-01-31T15:50:26.449447"}}
2026-01-31 15:50:26,449 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:50:26.449547", "detalhes": {"paciente": "Maria Silva", "urgencia": 3, "tamanho_fila": 1}}
2026-01-31 15:50:26,449 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:50:26.449623", "detalhes": {"tempo_execucao": 9.34600830078125e-05, "sucesso": true}}
2026-01-31 15:50:26,550 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:50:26.550164", "detalhes": {"paciente": "Jo\u00e3o Santos", "urgencia": 5, "tamanho_fila": 2}}
2026-01-31 15:50:26,550 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:50:26.550349", "detalhes": {"tempo_execucao": 0.00042057037353515625, "sucesso": true}}
2026-01-31 15:50:26,750 | triagem_sistema | INFO | {"operacao": "criar_paciente", "timestamp": "2026-01-31T15:50:26.750765", "detalhes": {"nome": "Carlos Lima", "idade": 40, "urgencia": 3, "timestamp": "2026-01-31T15:50:26.750707"}}
2026-01-31 15:50:26,751 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:50:26.751365", "detalhes": {"paciente": "Carlos Lima", "urgencia": 3, "tamanho_fila": 3}}
2026-01-31 15:50:26,751 | triagem_sistema | INFO | {"operacao": "adicionar_paciente", "timestamp": "2026-01-31T15:50:26.751589", "detalhes": {"tempo_execucao": 0.0003387928009033203, "sucesso": true}}
2026-01-31 15:50:26,752 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:50:26.752084", "detalhes": {"tempo_execucao": 2.9325485229492188e-05, "sucesso": true}}
2026-01-31 15:50:26,752 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:50:26.752449", "detalhes": {"tempo_execucao": 0.000446319580078125, "sucesso": true}}
2026-01-31 15:50:26,752 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:50:26.752719", "detalhes": {"tempo_execucao": 5.245208740234375e-06, "sucesso": true}}
2026-01-31 15:50:26,753 | triagem_sistema | INFO | {"operacao": "obter_fila_ordenada", "timestamp": "2026-01-31T15:50:26.753014", "detalhes": {"tempo_execucao": 0.000335693359375, "sucesso": true}}
2026-01-31 15:50:26,753 | triagem_sistema | INFO | {"operacao": "atender_paciente", "timestamp": "2026-01-31T15:50:26.753280", "detalhes": {"paciente": "Jo\u00e3o Santos", "urgencia": 5, "tempo_espera_segundos": 0.303632, "fila_restante": 2}}
2026-01-31 15:50:26,753 | triagem_sistema | INFO | {"operacao": "atender_proximo", "timestamp": "2026-01-31T15:50:26.753467", "detalhes": {"tempo_execucao": 0.0007779598236083984, "sucesso": true}}
2026-01-31 15:50:26,753 | triagem_sistema | INFO | {"operacao": "ordenar_por_prioridade", "timestamp": "2026-01-31T15:50:26.753657", "detalhes": {"tempo_execucao": 4.5299530029296875e-06, "sucesso": true}}
